8.130626994520797624e+00 -3.464678565170631330e-01 1.572615398422039901e+00
7.953652665331217619e+00 -8.113894702159699102e-02 1.563465982701814028e+00
8.448399779831031964e+00 1.472793975477326434e-01 1.583329648376754495e+00
8.115326745877410985e+00 1.277934992777549628e-01 1.576461596216135019e+00
7.901829972246002143e+00 5.101702651017624851e-02 1.562996647798611249e+00
8.373815374122452582e+00 -6.564084411676145148e-02 1.568548113066740246e+00
7.852695225567853043e+00 -2.934431207694862195e-02 1.556070617317393046e+00
8.232020430651953546e+00 -1.078804263849371219e-02 1.577696885232961810e+00
7.914916897810654994e+00 3.570057781702857813e-01 1.582151972230019243e+00
7.999725849957775026e+00 -1.173619307183218219e-01 1.571502860582309591e+00
8.055940723643301382e+00 5.250555516903136072e-02 1.592032204628177849e+00
8.150167525616621944e+00 3.755075982827937864e-01 1.561804432934920328e+00
7.823350136652144293e+00 2.147263810343182922e-01 1.579359313531914388e+00
7.871169324274498891e+00 6.884143269496094675e-01 1.568641259563333223e+00
8.173760550319245866e+00 8.142183724979292769e-01 1.562585662551462251e+00
7.879059636045348647e+00 8.859092024499214402e-01 1.568525061321190961e+00
7.882227691919180046e+00 7.961449745071424999e-01 1.584560618068263871e+00
7.792048406921223247e+00 9.399175024793768873e-01 1.562331109164360132e+00
8.236475988743121590e+00 1.131782071005906110e+00 1.578068314079673184e+00
7.821594832929356755e+00 1.518925611770804096e+00 1.578545604600134267e+00
8.000075460047234799e+00 1.316316476172365579e+00 1.565903128413001166e+00
7.795369956403409795e+00 1.806365625292516430e+00 1.540718118484125210e+00
8.214761246069592460e+00 2.074216738623198442e+00 1.568598954246130717e+00
8.118221437470854340e+00 1.749275979031529982e+00 1.579130129682816630e+00
8.005097890982048270e+00 1.960473086566487666e+00 1.558499889895481161e+00
7.541591849832586014e+00 2.034126161695557045e+00 1.566739097961510563e+00
7.999587677740414904e+00 2.665082790354098119e+00 1.580273612070522748e+00
7.697641387376685351e+00 2.327896967520634242e+00 1.571931598706765465e+00
7.760623557993358901e+00 2.419394508930598153e+00 1.578369515395946054e+00
7.917004077467775680e+00 2.773240526426905550e+00 1.557335396762439927e+00
8.153797508165085972e+00 2.954559467382080751e+00 1.578905178405070275e+00
7.957890538668659808e+00 2.923118385734710500e+00 1.569384718020558678e+00
7.709344417239645253e+00 3.237232355197833478e+00 1.569281417364721376e+00
7.924338811211854683e+00 3.693092676529962759e+00 1.576060846893542866e+00
7.898879448683999271e+00 3.669843180394989801e+00 1.566279069709429983e+00
7.876795358472267417e+00 3.504097063576042892e+00 1.573445286637746854e+00
7.700935800852766633e+00 4.259125314886397895e+00 1.568275167529873171e+00
7.859425986049761725e+00 3.942856670843537525e+00 1.584211437030675684e+00
7.915766769532523561e+00 4.315305795507105913e+00 1.564773457064269735e+00
8.120079736122322700e+00 4.717042778212212184e+00 1.578864504830435056e+00
8.053591979075601870e+00 4.567952798026848171e+00 1.572067645869281050e+00
8.351074908937393459e+00 4.655914358932686348e+00 1.571194202467729450e+00
8.089151586894876900e+00 4.720876182339742044e+00 1.567934802435819730e+00
8.052722420666999170e+00 5.410369913180683277e+00 1.569786050159405866e+00
7.657855133471604958e+00 5.355800352717450252e+00 1.567863540897492358e+00
7.913904329597508891e+00 5.494434544907479179e+00 1.562710961524217179e+00
7.800199274034198105e+00 5.435380902443843532e+00 1.573269479857066111e+00
7.967959351832318404e+00 5.731914422045146118e+00 1.577402200376246233e+00
7.586915061438523900e+00 5.867430279261397708e+00 1.561186102395003550e+00
7.366072208638918539e+00 5.911400308704783946e+00 1.562468947986008327e+00
8.328526869042608638e+00 5.952130775242876481e+00 1.574961568487340591e+00
7.859672708169975763e+00 6.227922649556475676e+00 1.572656142141882762e+00
7.858826500623370848e+00 6.622828677497942351e+00 1.582280155877932692e+00
8.180963249110755342e+00 6.603803508685306412e+00 1.582293208688976716e+00
8.218149394846880895e+00 6.742087989781301083e+00 1.574432373328896739e+00
