8.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01
8.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01
8.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01
8.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01
8.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01
8.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01
8.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01
8.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01
8.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01
8.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01
8.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01
8.000000000000000000e+00,1.518987341772151944e-01,9.000000000000000000e+01
8.000000000000000000e+00,3.037974683544303889e-01,9.000000000000000000e+01
8.000000000000000000e+00,4.556962025316455556e-01,9.000000000000000000e+01
8.000000000000000000e+00,6.075949367088607778e-01,9.000000000000000000e+01
8.000000000000000000e+00,7.594936708860760000e-01,9.000000000000000000e+01
8.000000000000000000e+00,9.113924050632911111e-01,9.000000000000000000e+01
8.000000000000000000e+00,1.063291139240506444e+00,9.000000000000000000e+01
8.000000000000000000e+00,1.215189873417721556e+00,9.000000000000000000e+01
8.000000000000000000e+00,1.367088607594936667e+00,9.000000000000000000e+01
8.000000000000000000e+00,1.518987341772152000e+00,9.000000000000000000e+01
8.000000000000000000e+00,1.670886075949367111e+00,9.000000000000000000e+01
8.000000000000000000e+00,1.822784810126582222e+00,9.000000000000000000e+01
8.000000000000000000e+00,1.974683544303797555e+00,9.000000000000000000e+01
8.000000000000000000e+00,2.126582278481012889e+00,9.000000000000000000e+01
8.000000000000000000e+00,2.278481012658228000e+00,9.000000000000000000e+01
8.000000000000000000e+00,2.430379746835443111e+00,9.000000000000000000e+01
8.000000000000000000e+00,2.582278481012658222e+00,9.000000000000000000e+01
8.000000000000000000e+00,2.734177215189873333e+00,9.000000000000000000e+01
8.000000000000000000e+00,2.886075949367088889e+00,9.000000000000000000e+01
8.000000000000000000e+00,3.037974683544304000e+00,9.000000000000000000e+01
8.000000000000000000e+00,3.189873417721519111e+00,9.000000000000000000e+01
8.000000000000000000e+00,3.341772151898734222e+00,9.000000000000000000e+01
8.000000000000000000e+00,3.493670886075949333e+00,9.000000000000000000e+01
8.000000000000000000e+00,3.645569620253164445e+00,9.000000000000000000e+01
8.000000000000000000e+00,3.797468354430380000e+00,9.000000000000000000e+01
8.000000000000000000e+00,3.949367088607595111e+00,9.000000000000000000e+01
8.000000000000000000e+00,4.101265822784810666e+00,9.000000000000000000e+01
8.000000000000000000e+00,4.253164556962025777e+00,9.000000000000000000e+01
8.000000000000000000e+00,4.405063291139240889e+00,9.000000000000000000e+01
8.000000000000000000e+00,4.556962025316456000e+00,9.000000000000000000e+01
8.000000000000000000e+00,4.708860759493671111e+00,9.000000000000000000e+01
8.000000000000000000e+00,4.860759493670886222e+00,9.000000000000000000e+01
8.000000000000000000e+00,5.012658227848101333e+00,9.000000000000000000e+01
8.000000000000000000e+00,5.164556962025316444e+00,9.000000000000000000e+01
8.000000000000000000e+00,5.316455696202531556e+00,9.000000000000000000e+01
8.000000000000000000e+00,5.468354430379746667e+00,9.000000000000000000e+01
8.000000000000000000e+00,5.620253164556961778e+00,9.000000000000000000e+01
8.000000000000000000e+00,5.772151898734177777e+00,9.000000000000000000e+01
8.000000000000000000e+00,5.924050632911392889e+00,9.000000000000000000e+01
8.000000000000000000e+00,6.075949367088608000e+00,9.000000000000000000e+01
8.000000000000000000e+00,6.227848101265823111e+00,9.000000000000000000e+01
8.000000000000000000e+00,6.379746835443038222e+00,9.000000000000000000e+01
8.000000000000000000e+00,6.531645569620253333e+00,9.000000000000000000e+01
8.000000000000000000e+00,6.683544303797468444e+00,9.000000000000000000e+01
8.000000000000000000e+00,6.835443037974683556e+00,9.000000000000000000e+01
8.000000000000000000e+00,6.987341772151898667e+00,9.000000000000000000e+01
8.000000000000000000e+00,7.139240506329113778e+00,9.000000000000000000e+01
8.000000000000000000e+00,7.291139240506328889e+00,9.000000000000000000e+01
8.000000000000000000e+00,7.443037974683544888e+00,9.000000000000000000e+01
8.000000000000000000e+00,7.594936708860760000e+00,9.000000000000000000e+01
8.000000000000000000e+00,7.746835443037975111e+00,9.000000000000000000e+01
8.000000000000000000e+00,7.898734177215190222e+00,9.000000000000000000e+01
8.000000000000000000e+00,8.050632911392405333e+00,9.000000000000000000e+01
8.000000000000000000e+00,8.202531645569621332e+00,9.000000000000000000e+01
8.000000000000000000e+00,8.354430379746835555e+00,9.000000000000000000e+01
8.000000000000000000e+00,8.506329113924051555e+00,9.000000000000000000e+01
8.000000000000000000e+00,8.658227848101265778e+00,9.000000000000000000e+01
8.000000000000000000e+00,8.810126582278481777e+00,9.000000000000000000e+01
8.000000000000000000e+00,8.962025316455696000e+00,9.000000000000000000e+01
8.000000000000000000e+00,9.113924050632912000e+00,9.000000000000000000e+01
8.000000000000000000e+00,9.265822784810126223e+00,9.000000000000000000e+01
8.000000000000000000e+00,9.417721518987342222e+00,9.000000000000000000e+01
8.000000000000000000e+00,9.569620253164556445e+00,9.000000000000000000e+01
8.000000000000000000e+00,9.721518987341772444e+00,9.000000000000000000e+01
