8.027124197931865268e+00 2.712419653045332682e-02 1.571269733331311036e+00
7.997466582229384890e+00 -2.533412206977038450e-03 1.570752110410574609e+00
7.986169333308565044e+00 -1.383066019595424571e-02 1.570554936236752797e+00
8.275353535649259129e+00 2.753535353281391096e-01 1.575602152593378991e+00
8.050596554712292630e+00 5.059654868488729085e-02 1.571679403159593535e+00
7.956574686892508907e+00 -4.342530915989682022e-02 1.570038412171359976e+00
7.963484971778487242e+00 -3.651501950232848709e-02 1.570159019478150952e+00
7.961886741463714223e+00 -3.811324823836213099e-02 1.570131125124507365e+00
8.031169046723240612e+00 3.116904938414163939e-02 1.571340329331366581e+00
7.809131211531143535e+00 -1.908687895304059523e-01 1.567465037978294840e+00
7.591262099111578010e+00 -4.087379089882564043e-01 1.563662504505334505e+00
7.676262063224308818e+00 -1.718392012706860539e-01 1.565146033907721890e+00
7.996341509499186984e+00 3.001389830915853763e-01 1.570732474181424143e+00
7.415719295490117879e+00 -1.285845052039364944e-01 1.560598704689027949e+00
7.876455995402566579e+00 4.840509386333273767e-01 1.568640077257400955e+00
7.879656276317327013e+00 6.391499565011229400e-01 1.568695932744799348e+00
7.995209735637092585e+00 9.066021390243513833e-01 1.570712720880470759e+00
8.028437238211088456e+00 1.091728373205644642e+00 1.571292650157748216e+00
8.152002539421427940e+00 1.367192404905897662e+00 1.573449271440731767e+00
8.123961605268315012e+00 1.491050209416807215e+00 1.572959864892734538e+00
8.219523885757697101e+00 1.738511227711913021e+00 1.574627741391317892e+00
8.277959905645690952e+00 1.948845979662268135e+00 1.575647642303213081e+00
8.119073664468691831e+00 1.941858469439129209e+00 1.572874554202298603e+00
7.854106225065821789e+00 1.828789769019083078e+00 1.568250000058013516e+00
7.808573618827563401e+00 1.935155890845248416e+00 1.567455306055453690e+00
8.081912302859999286e+00 2.360393317234639632e+00 1.572225966207651204e+00
8.136412009242814491e+00 2.566791753103941254e+00 1.573177165443533143e+00
8.177489551898410980e+00 2.759768030599781596e+00 1.573894103823073598e+00
7.761004804340342567e+00 2.495182020021569969e+00 1.566625073742763385e+00
8.047220153909940166e+00 2.933296104530982440e+00 1.571620473975809285e+00
8.156666872248070632e+00 3.194641551283317504e+00 1.573530679465728888e+00
7.841942468766005980e+00 3.031815885267935773e+00 1.568037702446003712e+00
7.720987120953271443e+00 3.062759266695815441e+00 1.565926633292616721e+00
7.972899848058233374e+00 3.466570736705032019e+00 1.570323339960591813e+00
8.287306770987028059e+00 3.932876386064288798e+00 1.575810775821556931e+00
8.140146623675223125e+00 3.937614973054724299e+00 1.573242346725428176e+00
7.801020130879463998e+00 3.750387219750939582e+00 1.567323472938161544e+00
8.190163604744025605e+00 4.291429431632222347e+00 1.574115307886758686e+00
8.515965811527799190e+00 4.769130366526606934e+00 1.579801628999516483e+00
7.875884634737079892e+00 4.280947929150057618e+00 1.568630105075880632e+00
8.442493297942554875e+00 4.999455316194551635e+00 1.578519291638704303e+00
7.887593604414798953e+00 4.596454358020682029e+00 1.568834464988874133e+00
8.113566042095698094e+00 4.974325536207164333e+00 1.572778428155614527e+00
7.813196494053115337e+00 4.825854722921090634e+00 1.567535990579654870e+00
7.827350006026353668e+00 4.991906968471970352e+00 1.567783015953843728e+00
8.194008862370477431e+00 5.510464555396186626e+00 1.574182420165864071e+00
8.185271368748090026e+00 5.653625803593066657e+00 1.574029922267160320e+00
8.269011415787449693e+00 5.889264574431513743e+00 1.575491461622639422e+00
7.830668404637362023e+00 5.602820301963681970e+00 1.567840932903592055e+00
7.910682815957772007e+00 5.834733445347853653e+00 1.569237447793291551e+00
8.257815077564004014e+00 6.333764450298913218e+00 1.575296048858219500e+00
8.101391337340524856e+00 6.329239437068718388e+00 1.572565939437652327e+00
7.795552944383684846e+00 6.175299782767646128e+00 1.567228052579712649e+00
8.136534847026155148e+00 6.668180415455698729e+00 1.573179309398427872e+00
8.215622020179772278e+00 6.899166322703830900e+00 1.574559640964610097e+00
8.169092947623846968e+00 7.004535986683724680e+00 1.573747555491775252e+00
7.484163827801863178e+00 6.471505596287361328e+00 1.561793287125163854e+00
8.153532025685017004e+00 7.292772531311716655e+00 1.573475966138097260e+00
7.831016218287834896e+00 7.122155455079524522e+00 1.567847003356715341e+00
8.105239362826974769e+00 7.548277333947982726e+00 1.572633100116750171e+00
8.061658886233848520e+00 7.656595597808830256e+00 1.571872477420162006e+00
8.148166318558249799e+00 7.895001763564451380e+00 1.573382316928648716e+00
7.940439288786757643e+00 7.839173465958237053e+00 1.569756796278633182e+00
8.116176403061796663e+00 8.166809314313262291e+00 1.572823987538989110e+00
8.056592669456694722e+00 8.259124324081208002e+00 1.571784055367446475e+00
7.768872525639086035e+00 8.123302901359476635e+00 1.566762391305205115e+00
8.150925858118069911e+00 8.657254972336399845e+00 1.573430479950590932e+00
7.908273513969682256e+00 8.566501368311975284e+00 1.569195397711309559e+00
8.182728713243948349e+00 8.992855293834862707e+00 1.573985544449482354e+00
7.917157562532310955e+00 8.879182877801783391e+00 1.569350453480004459e+00
8.145867763302179654e+00 9.259791810439368831e+00 1.573342199476027492e+00
8.263295640953034038e+00 9.529118418905609289e+00 1.575391702515989145e+00
7.741901269740854907e+00 9.159622788912304969e+00 1.566291654159871038e+00
8.032742933934985174e+00 9.602363189082865347e+00 1.571367798833440466e+00
7.721789382014432768e+00 9.443308366851274727e+00 1.565940635453320962e+00
7.802839581672646574e+00 9.676257303944652222e+00 1.567355228353617402e+00
7.813319339580981904e+00 9.838635797125803606e+00 1.567538134653051918e+00
7.954276242631104665e+00 1.013149144152817982e+01 1.569998296839918872e+00
7.836813910974534281e+00 1.016592783919611520e+01 1.567948192320746337e+00
8.151032846729965087e+00 1.063204550955394545e+01 1.573432347329212000e+00
7.908161834968951531e+00 1.054107322938055624e+01 1.569193448471135621e+00
7.993619129107153221e+00 1.077842925335748170e+01 1.570684959547971493e+00
7.983538972702753256e+00 1.092024783196010773e+01 1.570509027644081845e+00
7.984028065283229836e+00 1.107263565590357501e+01 1.570517563870840627e+00
7.855100922166025512e+00 1.109560724439957724e+01 1.568267360683505141e+00
